Scaffold,Transcription Start,Strand,Name,Gene,Product
NC_007604,1066680,+,-,Synpcc7942_1056,XRE family transcriptional regulator
NC_007604,1067527,+,-,Synpcc7942_1057,thiamine-phosphate pyrophosphorylase
NC_007604,1068559,+,-,Synpcc7942_1058,hypothetical protein
NC_007604,1068897,+,-,Synpcc7942_1059,hypothetical protein
NC_007604,1070025,+,-,Synpcc7942_1060,type I restriction-modification
NC_007604,1072278,+,-,Synpcc7942_1061,hypothetical protein
NC_007604,1073214,+,-,Synpcc7942_1062,hypothetical protein
NC_007604,1073494,+,-,Synpcc7942_1063,hypothetical protein
NC_007604,1073999,+,-,Synpcc7942_1064,type I restriction-modification
NC_007604,1075365,+,-,Synpcc7942_1065,DEAD/DEAH box helicase-like protein
NC_007604,1078489,+,-,Synpcc7942_1066,hypothetical protein
NC_007604,1078734,+,-,Synpcc7942_1067,hypothetical protein
NC_007604,1079478,+,-,Synpcc7942_1068,branched-chain alpha-keto acid dehydrogenase subunit E2
NC_007604,1081727,-,-,Synpcc7942_1069,hypothetical protein
NC_007604,1082851,-,-,Synpcc7942_1070,oxidoreductase aldo/keto reductase
NC_007604,1083713,-,-,Synpcc7942_1071,hypothetical protein
NC_007604,1084322,-,-,Synpcc7942_1072,"cob(I)yrinic acid a,c-diamide adenosyltransferase"
NC_007604,1084451,+,rph,Synpcc7942_1073,ribonuclease PH
NC_007604,1085562,-,-,Synpcc7942_1074,hypothetical protein
NC_007604,1086433,-,-,Synpcc7942_1075,hypothetical protein
NC_007604,1086997,-,-,Synpcc7942_1076,osmotic signal transduction-like protein
NC_007604,1087305,+,-,Synpcc7942_1077,hypothetical protein
NC_007604,1087780,+,-,Synpcc7942_1078,hypothetical protein
NC_007604,1088698,+,-,Synpcc7942_1079,ATP-dependent DNA helicase RecG
NC_007604,1091781,+,-,Synpcc7942_1080,K+ transporter Trk
NC_007604,1093125,+,-,Synpcc7942_1081,hypothetical protein
NC_007604,1094751,+,-,Synpcc7942_1082,"ATPase, E1-E2 type"
NC_007604,1097799,+,-,Synpcc7942_1083,glycosyltransferase
NC_007604,1099628,-,-,Synpcc7942_1084,hypothetical protein
NC_007604,1099720,+,-,Synpcc7942_1085,glycogen branching enzyme
NC_007604,1102104,+,hemE,Synpcc7942_1086,uroporphyrinogen decarboxylase
NC_007604,1103190,+,-,Synpcc7942_1087,hypothetical protein
NC_007604,1104193,+,-,Synpcc7942_1088,plastocyanin
NC_007604,1104597,+,-,Synpcc7942_1089,ATPase
NC_007604,1108274,-,-,Synpcc7942_1090,hypothetical protein
NC_007604,1108372,+,-,Synpcc7942_1091,hypothetical protein
NC_007604,1110663,-,-,Synpcc7942_1092,hypothetical protein
NC_007604,1111780,-,anmK,Synpcc7942_1093,anhydro-N-acetylmuramic acid kinase
NC_007604,1112535,-,-,Synpcc7942_1094,TenA family transcriptional activator
NC_007604,1112853,+,-,Synpcc7942_1095,hypothetical protein
NC_007604,1114888,-,-,Synpcc7942_1096,thiamine biosynthesis protein ThiC
NC_007604,1114822,+,-,Synpcc7942_1097,hypothetical protein
NC_007604,1116258,-,-,Synpcc7942_1098,hypothetical protein
NC_007604,1116962,-,ubiE,Synpcc7942_1099,ubiquinone/menaquinone biosynthesis methyltransferase
NC_007604,1118551,-,dnaA,Synpcc7942_1100,chromosome replication initiator DnaA
NC_007604,1118661,+,-,Synpcc7942_1101,hypothetical protein
NC_007604,1119830,+,-,Synpcc7942_1102,hypothetical protein
NC_007604,1121054,-,-,Synpcc7942_1103,glucosamine-6-phosphate isomerase 2
NC_007604,1122417,-,-,Synpcc7942_1104,cell division protein FtsW
NC_007604,1123534,-,-,Synpcc7942_1105,MRP protein-like protein
NC_007604,1124154,-,-,Synpcc7942_1106,hypothetical protein
NC_007604,1125110,-,-,Synpcc7942_1107,TPR repeat-containing protein
NC_007604,1125345,+,-,Synpcc7942_1108,nucleoid protein Hbs
NC_007604,1125667,+,-,Synpcc7942_1109,threonine-phosphate decarboxylase
NC_007604,1126901,+,-,Synpcc7942_1110,response regulator receiver domain-containing protein
NC_007604,1129447,-,-,Synpcc7942_1111,serine/threonine protein kinase
NC_007604,1130385,-,-,Synpcc7942_1112,ribosomal large subunit pseudouridine synthase D
NC_007604,1131473,-,-,Synpcc7942_1113,hypothetical protein
NC_007604,1132343,-,rbgA,Synpcc7942_1114,ribosomal biogenesis GTPase
NC_007604,1132720,-,-,Synpcc7942_1115,hypothetical protein
NC_007604,1132855,+,pgk,Synpcc7942_1116,phosphoglycerate kinase
NC_007604,1134381,+,-,Synpcc7942_1117,hypothetical protein
NC_007604,1136614,-,-,Synpcc7942_1118,mercuric reductase
NC_007604,1137294,-,-,Synpcc7942_1119,hypothetical protein
NC_007604,1138015,-,-,Synpcc7942_1120,hypothetical protein
NC_007604,1140623,-,-,Synpcc7942_1121,serine/threonine protein kinase
NC_007604,1140801,+,rpmG,Synpcc7942_1122,50S ribosomal protein L33
NC_007604,1140996,+,rpsR,Synpcc7942_1123,30S ribosomal protein S18
NC_007604,1141275,+,-,Synpcc7942_1124,exoribonuclease II
NC_007604,1143396,+,-,Synpcc7942_1125,CheA signal transduction histidine kinase
NC_007604,1145223,-,-,Synpcc7942_1126,ABC transporter permease
NC_007604,1145373,+,ebfE,Synpcc7942_1127,"EbfE, microcin-processing peptidase 2"
NC_007604,1147254,+,-,Synpcc7942_1128,hypothetical protein
NC_007604,1148540,+,-,Synpcc7942_1129,hypothetical protein
NC_007604,1149445,+,-,Synpcc7942_1130,Ser/Thr phosphatase
NC_007604,1151398,+,-,Synpcc7942_1131,ferredoxin-thioredoxin reductase variable subunit
NC_007604,1153373,-,-,Synpcc7942_1132,hypothetical protein
NC_007604,1155628,-,pteB,Synpcc7942_1133,"PteB, bacteriocin-processing peptidase"
NC_007604,1155962,-,ebfG4,Synpcc7942_1134,"EbfG4, hypothetical protein"
NC_007604,1156394,-,ebfG3,EbfG3,Enhances Biofilm Gene 3
NC_007604,1156694,-,ebfG2,EbfG2,Enhances Biofilm Gene 2
NC_007604,1157053,-,ebfG1,EbfG1,Enhances Biofilm Gene 1
NC_007604,1157931,-,-,Synpcc7942_1135,cation transporter
NC_007604,1158027,+,-,Synpcc7942_1136,PBS lyase
NC_007604,1161508,-,-,Synpcc7942_1137,hypothetical protein
NC_007604,1161580,+,-,Synpcc7942_1138,hypothetical protein
NC_007604,1164236,-,-,Synpcc7942_1139,hypothetical protein
NC_007604,1166107,-,-,Synpcc7942_1140,hypothetical protein
NC_007604,1166812,-,-,Synpcc7942_1141,hypothetical protein
NC_007604,1166949,+,-,Synpcc7942_1142,methionyl-tRNA synthetase
NC_007604,1168598,+,-,Synpcc7942_1143,hypothetical protein
NC_007604,1169424,+,-,Synpcc7942_1144,hypothetical protein
NC_007604,1170775,-,-,Synpcc7942_R0044,Pro tRNA
NC_007604,1171214,-,-,Synpcc7942_1145,glutaredoxin-like protein
NC_007604,1171481,-,-,Synpcc7942_1146,hypothetical protein
NC_007604,1172278,-,-,Synpcc7942_1147,hypothetical protein
NC_007604,1172681,+,-,Synpcc7942_1148,metal dependent phosphohydrolase
NC_007604,1174890,-,-,Synpcc7942_1149,dTDP-glucose 46-dehydratase
NC_007604,1174969,+,-,Synpcc7942_R0045,Pro tRNA
NC_007604,1175734,-,-,Synpcc7942_1150,hypothetical protein
NC_007604,1177466,-,-,Synpcc7942_1151,bifunctional pantoate ligase/cytidylate kinase
NC_007604,1178836,-,-,Synpcc7942_1152,rare lipoprotein A
NC_007604,1181139,-,-,Synpcc7942_1153,hypothetical protein
NC_007604,1182443,-,-,Synpcc7942_1154,hypothetical protein
NC_007604,1182479,+,-,Synpcc7942_1155,hypothetical protein
NC_007604,1183497,+,-,Synpcc7942_1156,hypothetical protein
NC_007604,1186081,+,-,Synpcc7942_1157,hypothetical protein
NC_007604,1192484,-,-,Synpcc7942_1158,PAS/PAC and GAF sensor-containing diguanylate cyclase/phosphodiesterase
NC_007604,1193292,-,-,Synpcc7942_1159,MarR family transcriptional regulator
NC_007604,1193397,+,-,Synpcc7942_1160,hypothetical protein
NC_007604,1194348,+,-,Synpcc7942_1161,hypothetical protein
NC_007604,1194846,+,-,Synpcc7942_1162,hypothetical protein
NC_007604,1195317,+,-,Synpcc7942_1163,hypothetical protein
NC_007604,1196864,+,-,Synpcc7942_1164,hypothetical protein
NC_007604,1199239,-,-,Synpcc7942_1165,hypothetical protein
NC_007604,1199437,+,-,Synpcc7942_1166,hypothetical protein
NC_007604,1201330,-,-,Synpcc7942_1167,hypothetical protein
NC_007604,1202109,-,-,Synpcc7942_1168,circadian phase modifier CpmA
NC_007604,1203865,-,-,Synpcc7942_1169,oligopeptide-binding protein of oligopeptide ABC transporter
NC_007604,1204319,-,ispF,Synpcc7942_1170,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
NC_007604,1206109,-,-,Synpcc7942_1171,hypothetical protein
NC_007604,1207596,-,lnt,Synpcc7942_1172,apolipoprotein N-acyltransferase
NC_007604,1207866,+,-,Synpcc7942_1173,hypothetical protein
NC_007604,1209343,-,-,Synpcc7942_1174,photosystem II reaction center protein J
NC_007604,1209546,-,-,Synpcc7942_1175,photosystem II protein L
NC_007604,1209714,-,psbF,Synpcc7942_1176,cytochrome b559 subunit beta
NC_007604,1209966,-,psbE,Synpcc7942_1177,cytochrome b559 subunit alpha
NC_007604,1211080,-,-,Synpcc7942_1178,Ycf48-like protein
NC_007604,1211529,-,-,Synpcc7942_1179,rubredoxin
NC_007604,1211703,+,-,Synpcc7942_1180,NADH dehydrogenase subunit A
NC_007604,1212095,+,-,Synpcc7942_1181,NADH dehydrogenase subunit B
NC_007604,1212795,+,-,Synpcc7942_1182,NADH dehydrogenase subunit J
NC_007604,1213480,+,-,Synpcc7942_1183,hypothetical protein
NC_007604,1214215,+,-,Synpcc7942_1184,6-pyruvoyl tetrahydrobiopterin synthase
NC_007604,1215370,+,-,Synpcc7942_1185,hypothetical protein
NC_007604,1215652,+,-,Synpcc7942_1186,riboflavin-specific deaminase
NC_007604,1216357,+,-,Synpcc7942_1187,hypothetical protein
NC_007604,1217650,+,-,Synpcc7942_1188,AP-4-A phosphorylase II-like protein
NC_007604,1218630,-,-,Synpcc7942_1189,molybdopterin-guanine dinucleotide biosynthesis protein A
NC_007604,1220180,-,-,Synpcc7942_1190,leucyl aminopeptidase
NC_007604,1220349,+,gmk,Synpcc7942_1191,guanylate kinase
NC_007604,1221583,-,-,Synpcc7942_1192,hypothetical protein
NC_007604,1222398,-,-,Synpcc7942_1193,phospholipid/glycerol acyltransferase
NC_007604,1222688,+,-,Synpcc7942_1194,pyridoxine 5'-phosphate synthase
NC_007604,1223721,+,-,Synpcc7942_1195,hypothetical protein
NC_007604,1224295,+,-,Synpcc7942_1196,hypothetical protein
NC_007604,1225776,-,trpC,Synpcc7942_1197,indole-3-glycerol phosphate synthase
NC_007604,1227244,-,-,Synpcc7942_1198,dihydrolipoamide dehydrogenase
NC_007604,1228007,-,-,Synpcc7942_1199,tRNA/rRNA methyltransferase
NC_007604,1229061,-,-,Synpcc7942_1200,hypothetical protein
NC_007604,1230508,-,-,Synpcc7942_1201,glycosyltransferase
NC_007604,1232980,-,-,Synpcc7942_1202,hypothetical protein
NC_007604,1233463,-,-,Synpcc7942_1203,hypothetical protein
NC_007604,1233774,-,-,Synpcc7942_1204,prevent-host-death protein
NC_007604,1233775,+,-,Synpcc7942_1205,phage_integrase-like protein
NC_007604,1233936,+,-,Synpcc7942_1206,hypothetical protein
NC_007604,1234601,-,-,Synpcc7942_1207,"addiction module toxin, Txe/YoeB"
NC_007604,1234918,-,-,Synpcc7942_1208,prevent-host-death protein
NC_007604,1235232,-,-,Synpcc7942_1209,hypothetical protein
NC_007604,1235481,-,-,Synpcc7942_1210,hypothetical protein
NC_007604,1235825,-,-,Synpcc7942_1211,molybdopterin-guanine dinucleotide biosynthesis protein A
NC_007604,1236090,-,-,Synpcc7942_1212,hypothetical protein
NC_007604,1236470,+,-,Synpcc7942_1213,virulence associated protein C
NC_007604,1237017,+,-,Synpcc7942_1214,glutathione peroxidase
NC_007604,1237546,+,-,Synpcc7942_1215,acyl-CoA dehydrogenase
NC_007604,1240109,-,-,Synpcc7942_1216,circadian clock protein KaiC
NC_007604,1240497,-,-,Synpcc7942_1217,circadian clock protein KaiB
NC_007604,1241411,-,-,Synpcc7942_1218,circadian clock protein KaiA
NC_007604,1241617,+,rplU,Synpcc7942_1219,50S ribosomal protein L21
NC_007604,1242033,+,rpmA,Synpcc7942_1220,50S ribosomal protein L27
NC_007604,1242832,-,-,Synpcc7942_1221,response regulator receiver domain-containing protein
NC_007604,1242925,+,truB,Synpcc7942_1222,tRNA pseudouridine synthase B
NC_007604,1245008,-,-,Synpcc7942_1223,DevC protein
NC_007604,1246123,-,-,Synpcc7942_1224,ABC-transporter membrane fusion protein
NC_007604,1246927,-,-,Synpcc7942_1225,phycocyanobilin:ferredoxin oxidoreductase
NC_007604,1247103,+,-,Synpcc7942_1226,processing protease
NC_007604,1248551,-,-,Synpcc7942_R0046,Val tRNA
NC_007604,1249327,-,radC,Synpcc7942_1227,DNA repair protein RadC
NC_007604,1249355,+,-,Synpcc7942_1228,hypothetical protein
NC_007604,1250987,-,-,Synpcc7942_1229,precorrin-4 C11-methyltransferase
NC_007604,1251846,-,-,Synpcc7942_1230,prolipoprotein diacylglyceryl transferase
NC_007604,1252949,-,-,Synpcc7942_1231,apocytochrome f
NC_007604,1253489,-,-,Synpcc7942_1232,cytochrome b6-f complex iron-sulfur subunit
NC_007604,1254473,-,-,Synpcc7942_1233,hypothetical protein
NC_007604,1254739,+,-,Synpcc7942_1234,hypothetical protein
NC_007604,1257946,-,-,Synpcc7942_1235,assimilatory nitrate reductase (ferredoxin)
NC_007604,1258968,-,-,Synpcc7942_1236,nitrate transport ATP-binding subunits C and D
NC_007604,1260957,-,-,Synpcc7942_1237,nitrate transport ATP-binding subunits C and D
NC_007604,1261815,-,-,Synpcc7942_1238,nitrate transport permease
NC_007604,1263199,-,-,Synpcc7942_1239,ABC-type nitrate/nitrite transport system substrate-binding protein
NC_007604,1264801,-,nirA,Synpcc7942_1240,ferredoxin-nitrite reductase
NC_007604,1265088,+,-,Synpcc7942_1241,nitrite reductase-like protein
NC_007604,1266128,+,-,Synpcc7942_1242,LysR family transcriptional regulator
NC_007604,1268117,-,-,Synpcc7942_1243,cyclic nucleotide-binding protein
NC_007604,1268365,+,-,Synpcc7942_1244,ATPase
NC_007604,1269708,+,-,Synpcc7942_1245,hypothetical protein
NC_007604,1270803,+,-,Synpcc7942_1246,carotene isomerase
NC_007604,1272318,+,-,Synpcc7942_1247,hypothetical protein
NC_007604,1272551,+,-,Synpcc7942_1248,hypothetical protein
NC_007604,1273755,-,-,Synpcc7942_1249,photosystem I reaction center subunit IX
NC_007604,1274385,-,-,Synpcc7942_1250,photosystem I reaction center subunit III
NC_007604,1274438,+,-,Synpcc7942_1251,DNA-binding/iron metalloprotein/AP endonuclease
NC_007604,1275556,+,-,Synpcc7942_1252,DNA repair protein RAD32-like protein
NC_007604,1277221,-,-,Synpcc7942_1253,hypothetical protein
NC_007604,1277459,+,-,Synpcc7942_1254,cyclic nucleotide-binding protein
NC_007604,1279015,-,-,Synpcc7942_1255,L-cysteine/cystine lyase
NC_007604,1279079,+,-,Synpcc7942_1256,glutathione S-transferase
NC_007604,1279685,+,-,Synpcc7942_1257,chloride channel-like protein
NC_007604,1281532,+,-,Synpcc7942_1258,hypothetical protein
NC_007604,1281993,+,-,Synpcc7942_1259,arsenite-activated ATPase ArsA
NC_007604,1283206,+,-,Synpcc7942_1260,hypothetical protein
NC_007604,1285027,-,tpiA,Synpcc7942_1261,triosephosphate isomerase
NC_007604,1286647,-,-,Synpcc7942_1262,FAD-dependent dehydrogenase
NC_007604,1287835,-,-,Synpcc7942_1263,N-6 adenine-specific DNA methylase
NC_007604,1287939,+,-,Synpcc7942_1264,Na+/H+ antiporter
NC_007604,1290258,-,-,Synpcc7942_1265,hypothetical protein
NC_007604,1290953,-,-,Synpcc7942_1266,Ham1-like protein
NC_007604,1291768,-,-,Synpcc7942_1267,hypothetical protein
NC_007604,1293231,-,-,Synpcc7942_1268,phosphoglucomutase
NC_007604,1293542,+,-,Synpcc7942_1269,magnesium transporter
NC_007604,1295129,+,-,Synpcc7942_1270,hypothetical protein
NC_007604,1296175,-,-,Synpcc7942_1271,hypothetical protein
NC_007604,1296761,-,-,Synpcc7942_1272,hypothetical protein
NC_007604,1296812,+,-,Synpcc7942_1273,hypothetical protein
NC_007604,1299186,-,-,Synpcc7942_1274,TPR repeat-containing protein
NC_007604,1300350,-,-,Synpcc7942_1275,hypothetical protein
NC_007604,1301163,-,-,Synpcc7942_1276,extracellular solute-binding protein
NC_007604,1301568,-,rplT,Synpcc7942_1277,50S ribosomal protein L20
NC_007604,1301769,-,rpmI,Synpcc7942_1278,50S ribosomal protein L35
NC_007604,1302047,-,-,Synpcc7942_1279,hypothetical protein
NC_007604,1303138,-,-,Synpcc7942_1280,hypothetical protein
NC_007604,1303836,-,-,Synpcc7942_1281,hypothetical protein
NC_007604,1305463,-,moaA,Synpcc7942_1282,molybdenum cofactor biosynthesis protein A
NC_007604,1305957,-,-,Synpcc7942_1283,molybdopterin synthase subunit MoaE
NC_007604,1306232,-,-,Synpcc7942_1284,molybdopterin converting factor subunit 1
NC_007604,1307200,-,moaC,Synpcc7942_1285,bifunctional molybdenum cofactor biosynthesis protein MoaC/MogA
NC_007604,1307304,+,-,Synpcc7942_1286,molybdopterin molybdochelatase
NC_007604,1309030,+,-,Synpcc7942_1287,hypothetical protein
NC_007604,1311028,+,-,Synpcc7942_1288,hypothetical protein
NC_007604,1311841,+,-,Synpcc7942_1289,modulator of DNA gyrase
NC_007604,1313460,-,-,Synpcc7942_1290,SmtA metallothionein
NC_007604,1313561,+,-,Synpcc7942_1291,ArsR family transcriptional regulator
NC_007604,1316071,-,dnaG,Synpcc7942_1292,DNA primase
NC_007604,1318598,-,pheT,Synpcc7942_1293,phenylalanyl-tRNA synthetase subunit beta
NC_007604,1318734,+,-,Synpcc7942_1294,serine/threonine protein kinase
NC_007604,1321758,-,-,Synpcc7942_1295,phospholipid/glycerol acyltransferase
NC_007604,1321898,+,-,Synpcc7942_1296,hypothetical protein
NC_007604,1322910,+,-,Synpcc7942_1297,malate dehydrogenase
NC_007604,1325107,+,-,Synpcc7942_1298,diguanylate cyclase
NC_007604,1327854,-,-,Synpcc7942_1299,hypothetical protein
NC_007604,1328093,+,-,Synpcc7942_1300,hypothetical protein
NC_007604,1328678,+,-,Synpcc7942_1301,ATP-dependent DNA helicase RecQ
NC_007604,1330250,+,-,Synpcc7942_1302,hypothetical protein
NC_007604,1331150,-,-,Synpcc7942_1303,hypothetical protein
NC_007604,1331732,-,-,Synpcc7942_1304,hypothetical protein
NC_007604,1333444,-,-,Synpcc7942_1305,ATPase
NC_007604,1334082,-,-,Synpcc7942_1306,hypothetical protein
NC_007604,1334181,+,-,Synpcc7942_1307,ABC-2 type transport system permease
NC_007604,1335009,+,-,Synpcc7942_1308,tryptophanyl-tRNA synthetase
NC_007604,1336073,+,-,Synpcc7942_1309,hypothetical protein
NC_007604,1337076,+,-,Synpcc7942_1310,ndhF3 operon transcriptional regulator
NC_007604,1338578,-,-,Synpcc7942_1311,hypothetical protein
NC_007604,1340458,-,-,Synpcc7942_1312,ATPase
NC_007604,1340634,+,aspS,Synpcc7942_1313,aspartyl-tRNA synthetase
NC_007604,1344405,-,-,Synpcc7942_1314,FtsH-2 peptidase
NC_007604,1345983,-,-,Synpcc7942_1315,tRNA (uracil-5-)-methyltransferase Gid
NC_007604,1347114,-,-,Synpcc7942_1316,Mn transporter MntC
NC_007604,1347173,+,-,Synpcc7942_1317,ATPase
NC_007604,1347917,+,-,Synpcc7942_1318,manganese transport system membrane protein MntB
NC_007604,1348834,+,-,Synpcc7942_1319,bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase
NC_007604,1350298,-,-,Synpcc7942_1320,hypothetical protein
NC_007604,1351433,-,-,Synpcc7942_1321,hypothetical protein
NC_007604,1351577,+,-,Synpcc7942_1322,photosystem I reaction center subunit IV
NC_007604,1351949,+,-,Synpcc7942_1323,formamidopyrimidine-DNA glycosylase
NC_007604,1355588,-,-,Synpcc7942_1324,DEAD/DEAH box helicase-like protein
NC_007604,1355787,+,-,Synpcc7942_1325,primary replicative DNA helicase
NC_007604,1357232,+,-,Synpcc7942_1326,transcription-repair coupling factor
NC_007604,1360808,+,-,Synpcc7942_1327,hypothetical protein
NC_007604,1361167,+,-,Synpcc7942_1328,hypothetical protein
NC_007604,1361874,+,-,Synpcc7942_1329,hypothetical protein
NC_007604,1362508,+,-,Synpcc7942_1330,hypothetical protein
NC_007604,1363290,+,-,Synpcc7942_1331,CAB/ELIP/HLIP superfamily protein
NC_007604,1363467,+,-,Synpcc7942_1332,hypothetical protein
NC_007604,1364091,+,-,Synpcc7942_1333,ExsB
NC_007604,1364783,+,-,Synpcc7942_1334,aminodeoxychorismate synthase subunit I
NC_007604,1366177,+,-,Synpcc7942_1335,branched-chain amino acid aminotransferase
NC_007604,1367261,+,-,Synpcc7942_1336,hypothetical protein
NC_007604,1368411,+,-,Synpcc7942_1337,Integrins alpha chain
NC_007604,1373645,-,-,Synpcc7942_1338,hypothetical protein
NC_007604,1374020,-,-,Synpcc7942_1339,hypothetical protein
NC_007604,1374639,-,def,Synpcc7942_1340,peptide deformylase
NC_007604,1374756,+,-,Synpcc7942_1341,hypothetical protein
NC_007604,1375911,+,-,Synpcc7942_1342,"GDP-mannose 4,6-dehydratase"
NC_007604,1377217,+,-,Synpcc7942_1343,NADH dehydrogenase subunit H
NC_007604,1378378,+,-,Synpcc7942_1344,NADH dehydrogenase subunit I
NC_007604,1378990,+,-,Synpcc7942_1345,NADH dehydrogenase subunit J
